"","CD4_thymus_1","CD4_thymus_2","CD4_thymus_3","CD4_thymus_4","CD4_bloodinfant_1","CD4_bloodinfant_2","CD4_bloodinfant_3","CD4_bloodinfant_4","CD8_thymus_1","CD8_thymus_2","CD8_thymus_3","CD8_thymus_4","CD8_thymus_5","CD8_bloodinfant_1","CD8_bloodinfant_2","CD8_bloodinfant_3"
"SLC22A1",12,9,57,18,5,13,17,8,17,5,15,5,14,1,1,1
"SLC22A15",55,79,24,30,19,126,25,11,62,13,44,10,23,22,18,8
"SLC22A16",279,362,1454,394,2,43,2,10,125,67,160,89,105,0,0,1
"SLC22A17",44,97,105,95,77,100,93,68,163,29,78,17,59,5,3,9
"SLC22A18",62,124,230,103,97,165,105,87,209,55,232,32,146,20,14,5
"SLC22A20P",5,37,31,8,14,14,9,10,57,12,52,13,42,2,2,0
"SLC22A23",294,385,617,461,775,461,778,852,301,37,300,71,273,15,24,12
"SLC22A5",143,181,645,156,282,353,384,242,371,99,505,50,321,11,19,10
"SLC23A1",120,151,549,260,14,4,8,10,79,32,95,48,128,1,0,0
"SLC23A2",1280,2241,4668,2094,1324,2383,1593,1974,2502,727,2231,755,2322,95,113,57
"SLC24A1",278,549,920,585,370,513,340,221,583,155,478,153,438,28,18,7
"SLC24A3",10,28,20,13,25,12,23,11,53,8,32,7,42,6,2,5
"SLC24A4",429,620,719,469,44,20,35,27,32,9,36,8,34,78,73,19
"SLC25A1",893,1811,2344,1746,1013,1217,943,643,896,124,875,369,518,101,131,40
"SLC25A10",88,139,223,149,46,53,25,66,42,18,54,13,26,5,4,3
"SLC25A11",2242,2817,6079,2734,1098,1642,1217,712,1606,512,1685,620,948,143,151,62
"SLC25A12",1464,1767,4461,1474,1111,1676,1140,1046,1593,480,1871,538,1336,80,95,49
"SLC25A13",900,1177,2060,831,699,1104,709,628,498,148,554,241,361,34,41,13
"SLC25A14",398,376,1038,477,257,325,227,298,354,105,428,139,316,9,12,12
"SLC25A15",590,1095,1464,1022,337,534,401,253,738,234,876,370,390,29,30,11
"SLC25A16",1240,1863,2564,1475,1603,1831,1624,1602,1292,366,1667,492,977,75,61,39
"SLC25A17",1201,1283,3034,1343,650,984,756,414,699,178,883,249,499,17,36,21
"SLC25A19",579,567,1322,557,374,530,289,192,380,145,537,155,294,34,51,13
"SLC25A20",1363,1475,4884,1816,742,1191,1360,740,1523,558,2051,434,957,127,160,100
"SLC25A22",263,444,827,445,410,536,381,275,579,143,598,148,430,54,42,24
"SLC25A23",114,347,458,409,646,748,788,344,494,141,531,184,408,33,31,16
"SLC25A24",1909,3219,5106,2648,961,1775,1260,757,1687,487,2059,616,613,133,223,26
"SLC25A25",802,1323,3641,1181,457,607,831,315,1579,438,1450,477,880,92,169,50
"SLC25A25-AS1",165,342,346,317,330,716,356,602,671,170,592,198,666,13,10,13
"SLC25A26",1376,1419,2949,1253,1600,1474,1369,1228,841,265,1004,247,554,72,77,42
"SLC25A28",490,728,1350,652,921,1300,895,668,1137,270,1280,305,810,49,65,22
"SLC25A29",852,1200,2287,1642,108,99,136,96,543,279,687,460,467,24,55,7
"SLC25A3",25597,28114,55060,26524,14361,20259,12773,11149,9954,3236,11976,4216,6060,871,878,429
"SLC25A30",644,723,1674,794,1035,1220,1206,845,609,241,862,233,496,65,88,37
"SLC25A32",2307,3166,5852,2343,1817,3082,2032,1660,1757,497,2180,724,1228,109,133,70
"SLC25A33",859,1605,1982,1301,867,1663,779,857,530,161,701,257,288,76,44,27
"SLC25A34",20,29,75,57,29,49,48,50,103,32,123,24,61,0,3,1
"SLC25A35",41,46,111,51,46,119,74,56,149,34,89,25,122,6,2,3
"SLC25A36",4279,5247,12140,4556,5017,8413,5424,5857,5565,1440,5774,1996,4359,182,178,116
"SLC25A37",829,1204,1890,1198,1152,2100,1447,908,1358,274,1310,394,1044,133,199,49
"SLC25A38",2210,2942,5515,2457,2393,3433,2392,1692,2016,682,2298,680,1255,165,126,89
"SLC25A39",1553,2369,3496,2246,1772,2641,1824,1091,2507,749,2450,739,1639,228,219,114
"SLC25A4",120,130,155,112,17,75,56,10,181,60,245,77,185,8,12,8
"SLC25A40",2281,2538,6129,2562,1809,2492,1782,1085,1845,443,2073,675,1353,94,109,43
"SLC25A42",399,640,1590,562,514,922,588,534,942,283,863,230,655,56,66,30
"SLC25A43",143,206,364,155,105,135,226,58,400,83,271,114,239,17,53,17
"SLC25A44",558,1099,1836,1047,905,1375,1053,944,1472,384,1448,451,1330,47,80,55
"SLC25A45",425,894,1049,579,1077,1785,1034,998,1317,368,1256,233,879,69,42,40
"SLC25A46",8504,9584,21356,7273,6018,7237,6313,2901,5994,2116,8391,2578,3973,276,399,133
"SLC25A5",23731,25121,46493,26147,11714,17369,10090,6311,9081,3265,11762,4062,5699,985,799,368
"SLC25A5-AS1",129,193,351,133,170,224,165,126,125,65,146,56,90,11,18,1
"SLC25A51",1307,1978,3889,1754,1730,1902,1816,1043,984,281,1224,358,628,60,84,35
"SLC25A51P4",9,15,75,20,0,6,10,2,17,2,9,2,13,0,0,0
"SLC25A53",252,360,522,297,461,443,465,269,820,259,1036,217,683,46,39,22
"SLC25A53P1",27,51,68,48,23,52,17,32,26,5,23,14,46,6,0,0
"SLC25A6",12259,18660,30465,18636,20142,24011,16629,11364,12419,4550,15525,5223,7131,1864,1755,737
"SLC26A11",84,169,150,100,370,565,485,378,254,41,279,34,163,23,32,16
"SLC26A2",1638,2046,6258,1890,1257,1544,1536,755,2255,653,2596,799,1613,86,130,41
"SLC26A4",7,8,35,8,2,9,4,11,29,5,51,3,34,1,0,2
"SLC26A6",321,359,794,397,243,604,302,291,686,115,571,150,424,31,38,12
"SLC27A1",122,213,361,157,227,141,197,149,549,189,663,136,463,30,32,16
"SLC27A2",106,82,216,163,48,143,70,44,62,37,81,28,72,4,4,9
"SLC27A3",83,168,220,126,55,149,106,63,372,76,297,81,174,74,54,27
"SLC27A4",541,519,1755,672,394,567,521,326,817,217,832,264,542,46,73,33
"SLC27A5",342,352,783,388,271,227,222,145,252,82,289,105,231,12,8,18
"SLC27A6",41,21,62,38,0,7,0,4,63,25,91,19,87,0,1,0
"SLC28A2-AS1",13,42,3,13,47,62,0,6,31,8,44,7,6,2,0,0
"SLC29A1",2923,4000,8771,5370,45,288,109,72,1039,582,1281,857,964,24,25,5
"SLC29A2",86,206,333,141,170,307,141,135,304,49,230,46,178,9,4,4
"SLC29A3",131,166,465,179,198,205,180,76,194,68,198,68,132,11,18,5
"SLC29A4",19,37,169,60,10,14,4,3,30,5,44,15,37,0,2,1
"SLC2A1",2151,3290,3802,2970,2582,3207,2367,1578,1653,402,1789,572,1129,240,284,97
"SLC2A11",115,133,272,127,221,308,229,196,176,55,296,47,181,16,20,3
"SLC2A12",119,73,240,66,11,21,16,7,37,21,54,10,27,1,1,0
"SLC2A13",285,401,755,460,179,255,345,158,332,77,321,130,215,37,35,19
"SLC2A14",236,5,215,4,882,24,402,5,24,6,11,1,11,1,8,0
"SLC2A3",9724,6422,14173,6994,40746,40546,34826,24171,8267,1488,9857,1372,5714,1528,1209,659
"SLC2A4",37,3,131,110,1,4,11,6,18,0,7,1,9,0,0,0
"SLC2A4RG",380,866,979,694,1310,1502,1007,779,1195,298,917,243,810,96,67,42
"SLC2A5",69,172,254,168,44,192,80,79,62,19,73,15,55,0,15,0
"SLC2A6",58,130,131,89,56,116,133,50,205,46,236,63,131,100,134,15
"SLC2A8",21,16,27,16,11,42,25,18,12,2,34,1,15,4,14,1
"SLC2A9",26,40,74,44,14,24,56,30,54,10,39,5,52,20,14,5
"SLC30A1",911,1736,2334,1239,956,929,857,511,1017,352,1336,284,630,88,138,38
"SLC30A4",875,1110,2444,819,1129,1094,970,521,701,261,949,199,482,53,63,27
"SLC30A5",3245,3262,10367,3561,1695,2433,2191,1435,2565,1025,3613,1098,1973,117,197,73
"SLC30A6",2682,2683,8327,2448,2548,3103,2278,1354,1866,670,2733,823,1393,102,150,46
"SLC30A6-DT",85,49,103,49,54,34,49,11,25,5,28,5,9,1,0,1
"SLC30A7",5029,5714,14679,4516,5497,5827,5236,4149,5618,1578,7006,1582,4435,200,241,138
"SLC30A9",5492,6435,15106,6413,3522,4968,3773,2582,3964,1333,4186,1741,2485,218,248,95
"SLC31A1",1677,1984,2789,1781,1071,1388,616,545,751,158,738,256,477,89,81,34
"SLC31A2",508,694,1081,763,284,390,258,139,186,57,250,72,126,131,146,48
"SLC32A1",13,36,66,188,3,3,3,5,20,4,12,9,5,0,1,0
"SLC33A1",2900,2728,7211,2925,2739,2327,2289,1505,2494,865,2921,961,1862,126,149,64
"SLC35A1",389,404,1041,333,370,600,327,216,439,154,676,182,340,20,22,7
"SLC35A2",351,480,1253,411,403,641,458,413,512,133,501,137,311,31,30,17
"SLC35A3",3200,3314,12275,4500,2120,2414,2469,1701,1853,787,2842,755,1738,79,100,59
"SLC35A4",866,1606,3229,1953,1449,1798,1579,820,1554,363,1300,399,1073,125,141,45
"SLC35A5",2331,2154,6606,2181,1386,1689,1268,718,1547,561,1936,679,1111,71,144,29
"SLC35B1",1509,1882,3679,1622,1092,1759,1123,945,1018,308,1199,363,647,87,80,35
"SLC35B2",874,955,2078,878,561,856,637,436,1021,294,1068,382,683,96,78,38
"SLC35B3",731,938,1857,795,862,1138,743,595,911,267,998,268,612,29,45,19
"SLC35B4",1922,2170,6056,2448,1107,1671,1212,875,1437,466,1697,631,1035,84,88,42
"SLC35C1",177,239,590,242,468,402,462,271,340,86,285,94,247,39,49,18
"SLC35C2",1396,2071,3868,1855,3054,3622,2411,2342,2112,510,2012,538,1680,197,199,105
"SLC35D1",2682,3423,8613,3209,3675,3512,3428,2513,3048,1031,4024,885,2845,143,146,99
"SLC35D2",458,541,957,282,671,727,766,338,494,127,526,154,323,111,101,47
"SLC35E1",1586,2782,4631,2972,2542,2903,2311,1767,2199,675,2230,710,1503,175,208,99
"SLC35E2A",235,525,907,427,436,609,469,365,446,141,361,93,278,29,16,11
"SLC35E2B",4325,7672,24042,6864,6618,9907,14967,5358,7918,2067,7442,2060,6015,420,876,208
"SLC35E3",649,1168,2078,848,877,1243,935,578,1002,238,959,360,677,54,53,23
"SLC35E4",27,69,83,39,71,64,47,47,38,22,53,9,23,17,5,2
"SLC35F2",457,585,1332,715,397,705,704,332,394,78,399,172,219,26,54,13
"SLC35F3",253,277,836,438,53,16,33,64,87,87,124,101,48,0,0,1
"SLC35F5",2224,2461,5947,2524,1797,1932,1977,1751,2232,569,2287,780,1653,97,158,62
"SLC35F6",1068,1990,3700,1896,1758,1681,1492,888,947,313,1029,359,716,141,151,85
"SLC35G1",280,474,476,315,432,792,411,243,258,65,269,90,211,22,9,11
"SLC35G2",44,32,137,42,3,4,2,7,31,10,31,17,32,0,0,0
"SLC36A1",256,278,485,205,188,238,222,165,419,113,425,135,583,22,34,12
"SLC36A4",1302,1826,3684,1468,1350,1608,1422,1460,1238,318,1273,420,1144,79,72,34
"SLC37A1",693,963,2281,1136,697,1083,935,616,1379,324,1305,352,865,92,132,48
"SLC37A2",42,48,133,38,6,20,33,9,26,6,49,5,48,52,84,14
"SLC37A3",1252,1722,3380,1172,1398,1609,1266,1077,1617,477,1735,437,1083,64,42,39
"SLC37A4",559,667,1176,686,322,577,267,232,435,146,471,160,335,22,27,11
"SLC38A1",30618,36034,69441,28262,47081,42667,42836,24976,34878,9544,40120,10965,24515,1683,2672,1216
"SLC38A10",1943,3708,4960,3008,4119,4575,3497,2302,3429,858,2658,823,2296,367,415,172
"SLC38A2",23699,27115,74547,25838,18062,25134,17255,13682,20348,7384,27055,7123,14111,800,916,445
"SLC38A5",864,1106,1867,1093,541,888,618,374,510,209,691,242,299,54,46,14
"SLC38A6",443,464,1160,465,429,428,440,416,422,75,441,130,487,20,13,11
"SLC38A7",245,375,662,395,354,529,295,279,320,77,356,88,239,18,24,12
"SLC38A9",1972,1915,4735,1758,1372,1928,1366,1115,1386,473,1970,590,1129,64,82,22
"SLC39A1",1534,1771,4117,1778,758,1187,863,430,1072,431,1331,388,704,106,160,42
"SLC39A10",6259,6256,15962,5873,5703,5867,5716,3123,3451,1052,3797,1481,2259,245,331,129
"SLC39A11",547,891,1544,680,593,937,667,558,686,216,616,260,440,73,70,22
"SLC39A13",431,815,1372,700,760,1208,794,763,917,229,1002,250,636,70,47,38
"SLC39A14",1196,1389,2482,1245,594,888,666,457,727,258,1092,338,537,60,66,33
"SLC39A3",600,843,1473,817,641,767,639,466,506,172,579,191,272,58,68,24
"SLC39A4",127,161,274,156,102,161,125,46,130,28,98,45,113,8,10,3
"SLC39A6",2713,3402,7942,3208,2141,2866,2477,1319,2622,827,3472,1158,1603,144,168,67
"SLC39A7",1359,2442,4527,2408,989,1723,1399,735,2344,663,2337,711,1363,125,134,82
"SLC39A8",4583,5333,10836,5016,2556,3609,2186,1513,2472,657,3298,1024,1724,133,117,69
"SLC39A9",5736,6243,16412,6357,3577,4240,3563,2240,3857,1275,4723,1553,2564,212,302,103
"SLC3A2",3428,6263,8421,4875,3887,4871,3359,2339,2687,730,2693,911,1557,427,319,152
"SLC40A1",1981,984,5904,1314,8473,4390,4650,1940,1376,355,1831,441,962,226,108,131
"SLC41A1",670,1062,1410,673,1137,1393,918,831,1516,408,1448,326,1331,47,56,27
"SLC41A2",348,414,726,270,61,81,227,73,186,49,169,39,126,2,7,1
"SLC41A3",1761,2363,4856,2176,1942,1963,1553,1085,1774,454,1669,543,1039,76,114,57
"SLC41A3-AS1",28,51,76,56,18,43,9,20,23,13,32,14,23,2,1,2
"SLC43A1",193,282,391,260,315,527,364,242,285,67,267,62,151,44,42,25
"SLC43A2",984,2056,4643,2759,287,388,380,257,849,285,828,381,691,259,232,40
"SLC43A3",706,1016,1845,970,261,475,202,164,522,153,619,237,340,43,40,16
"SLC44A1",8978,10488,29582,11659,3678,4450,3891,2397,4618,1622,5563,2052,3006,254,181,84
"SLC44A2",2183,4961,6819,3829,8126,12021,9279,6142,6565,1692,5730,1775,4788,846,899,388
"SLC44A5",265,254,446,311,187,235,92,325,438,247,31,84,71,4,7,5
"SLC45A3",30,95,139,32,82,161,94,45,68,9,46,14,22,10,10,3
"SLC45A4",560,896,2339,729,803,1087,824,514,826,227,776,236,726,53,42,31
"SLC46A1",178,111,384,120,3,11,19,5,406,122,415,140,518,9,8,0
"SLC46A2",86,95,97,68,0,0,3,0,68,48,144,52,175,8,44,1
"SLC46A3",1321,1649,3901,1519,1693,2113,2018,1030,1392,481,1900,562,1001,80,123,35
"SLC48A1",263,426,958,355,383,560,375,239,388,135,383,149,275,32,55,7
"SLC49A4",385,647,1408,534,804,702,675,648,693,169,670,183,573,57,68,26
"SLC4A1",13,23,56,21,2,17,87,5,17,16,15,6,22,28,45,3
"SLC4A10",17,42,55,12,33,33,197,64,104,29,85,29,35,20,62,41
"SLC4A1AP",1738,2452,5108,1821,2156,3074,2046,1216,2090,678,2668,780,1472,105,126,76
"SLC4A2",866,1258,2994,1511,806,1196,914,642,1417,452,1316,386,1046,136,138,57
"SLC4A3",38,53,63,44,6,10,19,6,119,19,85,6,59,2,1,0
"SLC4A4",1662,1807,5651,2403,28,25,68,50,572,240,667,443,493,35,14,12
"SLC4A5",15,20,33,29,73,97,95,92,73,16,64,10,94,5,2,3
"SLC4A7",5081,4479,16696,5563,6990,8193,6629,7216,3921,1527,5573,1591,3696,275,287,127
"SLC4A8",321,505,1117,344,316,673,237,259,1353,361,1059,354,1244,31,25,19
"SLC50A1",1207,1551,2654,1158,1169,1336,1036,562,843,302,1030,361,486,91,136,51
"SLC52A2",554,732,1606,747,624,690,586,378,603,160,531,177,379,91,92,44
"SLC5A3",7968,7877,24270,7312,6497,4479,6038,6211,6708,1951,8474,1701,6617,209,289,204
"SLC5A5",7,55,32,13,75,210,50,76,10,4,19,2,13,1,1,0
"SLC5A6",1307,2033,3495,2118,2204,2354,2318,2452,1645,263,1709,503,1150,188,205,228
"SLC66A1",133,250,439,212,89,194,81,78,126,41,152,35,97,22,19,8
"SLC66A2",804,1165,2063,1021,1319,1718,1118,950,1015,303,1033,280,679,140,148,61
"SLC66A3",1126,1338,2501,1015,1367,1614,1536,697,796,254,1099,352,517,123,134,50
"SLC6A1",18,28,36,8,0,0,0,0,34,13,52,27,97,0,0,0
"SLC6A13",3,8,24,5,2,3,1,0,69,14,49,13,64,0,0,1
"SLC6A16",104,171,233,93,330,394,206,237,294,69,272,73,257,20,21,8
"SLC6A20",65,105,87,57,6,5,15,3,136,25,126,30,119,0,0,2
"SLC6A3",15,8,94,18,0,1,0,0,51,7,204,9,21,0,0,0
"SLC6A6",1464,2332,4296,2163,1720,2549,2036,1642,1986,521,1912,582,1573,256,235,116
"SLC6A8",42,61,74,31,4,8,20,4,112,40,136,51,228,7,8,0
"SLC7A1",1461,2646,4338,2710,1378,2224,1479,1237,1749,446,1460,592,1360,79,94,57
"SLC7A11",185,427,269,194,36,43,137,62,126,13,53,31,40,10,4,0
"SLC7A2",8,4,4,6,0,0,0,0,55,19,26,24,20,0,0,0
"SLC7A3",407,322,902,372,2,19,12,2,970,461,804,268,539,7,11,2
"SLC7A5",1137,3320,2712,3878,2013,3259,1585,1656,1276,242,792,447,745,188,99,273
"SLC7A5P1",113,171,259,151,129,147,106,123,90,30,78,37,62,18,11,20
"SLC7A6",4982,8045,13941,6554,9400,12877,8848,11191,12528,2752,11317,2765,9329,383,353,290
"SLC7A6OS",1632,2705,3700,1988,3013,3915,2082,1712,2356,725,2749,703,1882,163,132,83
"SLC7A7",119,283,189,72,41,76,72,29,55,18,42,10,52,317,380,51
"SLC7A8",3,19,12,9,43,82,38,45,78,17,125,12,55,8,4,9
"SLC8A1",906,1388,3118,1178,62,110,183,39,176,42,136,83,112,162,254,30
"SLC8A1-AS1",592,555,1792,480,4,7,7,9,126,68,159,99,121,2,0,0
"SLC8A3",3,16,8,9,15,88,4,26,55,5,31,9,20,7,0,3
"SLC8B1",1670,2194,6446,2263,3936,4522,3285,2598,2012,611,2097,487,1512,168,151,64
"SLC9A1",156,390,430,375,342,421,366,331,713,158,575,120,676,56,46,29
"SLC9A3-AS1",22,65,107,124,77,164,52,209,447,52,216,38,264,4,6,2
"SLC9A3R1",1500,2392,4921,2554,3683,5268,4215,1728,3529,1022,3337,1155,2199,356,385,228
"SLC9A3R2",12,46,25,25,37,77,21,25,56,23,64,26,73,8,2,3
"SLC9A4",16,35,108,24,18,21,33,44,32,13,32,1,41,0,3,0
"SLC9A5",10,19,19,43,51,51,30,43,44,7,40,13,53,3,3,2
"SLC9A6",1987,2461,5981,2077,2068,2367,2242,1374,1898,585,2336,671,1176,98,127,46
"SLC9A7",2206,3502,6631,4342,1055,1414,1588,803,1367,421,1863,550,1117,60,357,29
"SLC9A7P1",2,7,0,6,5,4,10,5,10,1,6,2,10,23,20,8
"SLC9A8",673,969,1810,848,1572,1819,1299,1359,1235,277,1083,310,985,89,63,49
"SLC9A9",1560,1586,2826,1123,1729,1940,1795,1184,1040,349,1280,310,928,84,114,50
"SLC9A9-AS1",12,55,20,9,22,30,11,68,109,11,30,11,134,0,0,0
"SLC9A9-AS2",15,44,12,10,23,57,10,28,62,11,26,5,93,4,1,1
"SLC9B1",231,325,569,175,243,268,246,182,269,75,274,77,147,12,14,3
"SLC9B2",751,1073,1811,979,356,852,625,374,512,123,547,235,344,26,44,23
"SLC9C1",47,80,94,49,9,25,8,1,31,8,25,13,24,1,3,0
"SLCO1A2",3,0,2,3,1,2,4,3,56,4,33,6,26,0,0,0
"SLCO2A1",11,43,27,16,0,4,0,0,28,8,31,10,69,0,0,1
"SLCO2B1",27,41,62,24,0,0,0,0,65,25,43,21,76,0,0,0
"SLCO3A1",102,211,231,170,987,1043,1146,1095,122,26,178,35,122,75,108,38
"SLCO4A1",145,212,298,242,61,262,46,62,92,40,170,47,78,2,7,4
"SLCO4C1",319,389,924,259,75,50,51,50,264,77,288,84,245,56,39,17
"SLCO5A1",697,644,1148,587,10,27,35,15,282,70,333,82,371,2,1,0
"SLF1",1498,1510,3925,1429,1257,1513,1154,1142,1289,471,1690,468,1150,54,79,28
"SLF2",4122,4851,13810,4599,3008,4069,3576,2464,5009,1796,6443,1609,4284,201,298,131
"SLFN11",6015,4975,19060,6318,1014,1716,1251,585,2462,1073,3256,1335,1904,108,190,28
"SLFN12",482,430,1360,380,351,411,441,225,665,170,879,190,464,30,42,14
"SLFN12L",993,1019,1474,412,2673,3098,2895,1587,1671,438,1351,339,1323,160,140,83
"SLFN13",1602,1694,4417,2075,624,1378,851,662,1593,378,1542,496,1217,102,69,49
"SLFN5",10896,26070,43485,15454,27343,41764,34569,16277,40915,10757,39666,11933,33793,2023,2038,1027
"SLFNL1-AS1",140,253,626,227,380,327,240,413,190,28,134,54,179,11,9,21
"SLIRP",2232,2591,4488,2149,1117,1274,931,599,967,304,1277,411,544,48,43,14
"SLIT1",141,311,482,632,39,35,15,44,403,68,118,109,259,4,0,0
"SLIT2",32,50,33,6,0,0,0,0,95,21,89,54,94,0,0,0
"SLIT3",118,118,185,101,2,0,0,0,303,127,395,121,795,0,0,0
"SLITRK1",83,171,328,90,0,4,0,1,29,6,7,10,19,0,0,0
"SLITRK4",5,8,10,5,6,64,5,5,24,2,25,7,36,8,12,1
"SLK",4820,9546,17450,8865,6564,8683,8070,5104,10507,3265,12959,3878,7214,452,520,277
"SLMAP",3537,4923,9717,4079,5087,7110,5331,4665,5349,1557,5812,1633,4126,312,327,181
"SLPI",14,86,57,82,0,16,0,3,200,60,573,23,133,1,0,0
"SLTM",5591,9916,14312,8898,8335,14767,8502,8217,11405,3404,13407,4104,8335,440,530,244
"SLU7",3774,5776,11929,4345,5654,8845,5700,4402,5336,1753,7066,1869,3327,315,326,143
"SLX4",184,499,625,584,291,654,349,312,834,189,729,217,756,67,41,23
"SLX4IP",1357,1493,4110,1573,1460,1747,1065,1015,1497,452,1559,500,1009,56,54,24
"SLX9",479,907,1382,841,391,663,354,288,520,187,515,199,294,51,45,15
"SMAD1",850,1254,2435,1051,126,282,151,93,421,146,497,206,277,7,5,2
"SMAD2",14616,19400,43727,16325,18863,19055,16891,10954,12471,3876,14689,4434,10057,791,757,439
"SMAD3",1805,2903,4606,1824,1953,2781,2610,1962,2162,463,1849,437,1654,148,249,57
"SMAD4",6023,7928,18176,6317,7566,8128,7191,5873,5315,1504,5552,1519,4405,266,239,148
"SMAD5",2411,2310,8693,2163,853,1658,1572,444,1311,410,1510,680,983,150,197,52
"SMAD6",184,312,544,342,105,57,24,40,145,28,122,32,125,6,2,3
"SMAD7",1581,2809,3042,2250,9313,9033,2700,6002,1593,325,1793,260,1078,315,107,235
"SMAGP",68,83,162,94,119,151,125,47,65,25,121,37,40,11,29,7
"SMAP1",2960,4671,7662,3476,4088,5300,3672,2425,3449,1000,3863,1237,2531,240,209,108
"SMAP2",6301,12463,11047,7702,17647,24210,9052,8232,9538,2615,9260,2437,7691,1040,807,523
"SMARCA1",117,334,458,191,164,282,221,142,489,103,491,220,360,13,8,1
"SMARCA2",4662,10978,14211,8744,10921,15808,10605,7528,15571,4824,17901,3803,12069,660,709,417
"SMARCA4",2038,9669,5979,10684,3208,6365,3865,3145,7717,2024,5953,1988,6428,400,350,165
"SMARCA5",18155,23750,51883,21881,15619,20484,16463,10231,16843,5946,21237,6436,11019,768,1106,524
"SMARCAD1",6523,6692,18128,5084,4669,6298,4055,2843,5175,1720,6683,2310,3689,182,225,92
"SMARCAL1",1263,1429,4009,1521,986,1687,945,611,1448,457,1385,437,1081,87,82,28
"SMARCB1",2124,3006,5533,3274,1192,1910,1421,877,2156,650,2043,804,1529,145,245,71
"SMARCC1",12515,20685,32873,21184,13827,16964,13310,8839,11922,3477,11785,4166,9116,630,710,338
"SMARCC2",3033,6426,9457,6650,4357,6322,4709,3442,5870,1753,5368,1790,4978,394,416,174
"SMARCD1",3566,5225,10505,5355,2842,3972,2935,2321,3487,1013,3581,1066,2709,200,224,104
"SMARCD2",4420,6004,13745,5107,3056,5548,3259,2204,4030,1413,4638,1492,2473,358,460,154
"SMARCD3",90,129,206,85,73,136,87,53,626,148,555,119,295,61,54,11
"SMARCE1",8361,12848,20461,9617,6740,9688,6632,4601,6980,2061,8406,2631,4725,292,309,179
"SMARCE1P1",60,79,138,51,90,51,59,140,67,9,55,11,79,2,4,1
"SMC1A",5484,8713,15747,13450,9808,10474,9178,5866,8446,2895,9190,3036,6702,439,614,220
"SMC1B",37,73,22,48,5,119,3,14,36,24,66,24,64,2,0,0
"SMC2",6107,10369,16977,12101,1750,4498,2076,1141,4134,1632,6631,2383,3042,150,118,75
"SMC2-DT",33,25,54,27,14,17,18,9,31,9,34,3,17,2,0,0
"SMC3",6375,11616,21865,10338,6232,10714,6635,5050,8568,2931,10801,3677,6035,295,351,197
"SMC4",13297,24914,39555,19087,11489,31117,9326,8291,25268,6233,20570,10488,14688,550,331,186
"SMC5",6441,10211,16402,9170,8032,11249,8812,5689,8141,2528,10817,3019,6343,391,386,243
"SMC5-DT",70,43,86,31,40,24,27,24,37,13,44,17,35,2,1,0
"SMC6",1872,3435,5805,3078,2163,4052,2933,1658,3200,943,3833,1398,2484,152,371,85
"SMCHD1",18447,26609,51300,21680,32444,43975,38216,36222,20531,5824,25172,6457,18661,1118,1868,902
"SMCO4",192,274,517,232,46,82,73,51,87,27,78,33,43,9,23,6
"SMCR8",4262,6956,11201,5595,12305,12295,10463,7536,5436,1315,5113,1279,4047,623,710,357
"SMDT1",597,1098,2227,1242,648,1490,1424,984,622,222,870,180,478,68,80,41
"SMG1",12371,15226,33304,13718,18136,22599,19870,20460,21524,5168,20544,5191,23022,1067,1116,752
"SMG1P1",781,1133,1626,980,794,1147,791,1905,831,178,956,129,1034,41,28,38
"SMG1P2",262,433,544,266,335,465,297,348,258,54,288,67,237,28,17,20
"SMG1P3",1798,1777,2727,1811,1609,1974,1379,2747,1860,260,2347,272,2610,72,57,59
"SMG1P4",117,128,141,103,116,148,108,97,102,15,102,37,131,5,3,3
"SMG1P5",564,817,1261,255,706,766,637,491,801,88,790,126,1256,33,27,25
"SMG1P6",92,110,369,86,142,295,146,211,271,32,218,77,344,2,3,3
"SMG1P7",880,650,1640,573,656,619,527,352,539,106,489,113,461,27,29,19
"SMG5",2487,5809,7362,5076,3930,6004,3642,3497,5123,1404,4876,1530,3481,416,315,206
"SMG6",1507,3387,4587,3042,2700,3308,2787,2794,3391,828,2934,815,3198,169,142,108
"SMG7",1617,2068,3942,1876,1624,2491,2104,2408,2303,690,2105,595,3324,149,186,83
"SMG7-AS1",35,24,117,42,18,7,16,15,21,7,20,9,12,3,2,0
"SMG8",2209,2921,5027,2340,2629,2552,2033,1167,1233,402,1418,394,629,107,123,40
"SMG9",747,1242,2145,1165,1262,1698,949,851,1330,389,1169,304,1123,82,78,44
"SMIM1",7,5,7,3,28,28,17,5,7,0,9,1,8,0,2,0
"SMIM10",12,12,17,16,2,40,8,15,53,12,61,32,31,4,7,1
"SMIM10L1",2396,3753,6935,3377,2521,2833,2270,1295,1829,646,2365,759,1218,100,98,67
"SMIM10L2A",9,23,26,10,37,90,22,48,78,22,86,22,29,2,3,2
"SMIM12",1994,2307,4825,1842,2402,2524,1771,1078,1664,517,1991,542,986,152,151,60
"SMIM13",1235,1457,3131,1653,970,1266,900,527,783,279,1263,268,633,67,63,23
"SMIM14",2023,2584,7453,2817,1118,1116,1691,588,1328,533,1760,573,943,169,693,45
"SMIM15",3665,5201,11171,4411,2497,3631,2422,1330,2298,848,2967,1034,1450,127,178,81
"SMIM19",1617,1988,4156,1355,1320,1436,1210,625,1051,359,1288,524,521,69,73,29
"SMIM20",1263,1079,2752,1047,1134,1083,920,409,548,212,817,258,429,41,73,26
